start_time,	pre_process,	bird_view,	sliding_windows,	draw_lane,	run_time
1546768703.23,	0.00287199020386,	0.00244998931885,	0.0110859870911,	0.00372695922852,	1546768703.25
1546768703.26,	0.00292682647705,	0.00200009346008,	0.00857400894165,	0.00356793403625,	1546768703.28
1546768703.28,	0.00226593017578,	0.00344300270081,	0.00802397727966,	0.00284695625305,	1546768703.3
1546768703.31,	0.00204300880432,	0.00204205513,	0.0086669921875,	0.00251603126526,	1546768703.33
1546768703.33,	0.00286483764648,	0.00281620025635,	0.00558495521545,	0.00279784202576,	1546768703.35
1546768703.36,	0.00296807289124,	0.00205588340759,	0.00557518005371,	0.00442099571228,	1546768703.37
1546768703.38,	0.00268888473511,	0.0020170211792,	0.00757718086243,	0.00411891937256,	1546768703.4
1546768703.4,	0.00260305404663,	0.00367188453674,	0.00634598731995,	0.00308513641357,	1546768703.42
1546768703.43,	0.00184392929077,	0.00200986862183,	0.010724067688,	0.00225591659546,	1546768703.45
1546768703.45,	0.00196599960327,	0.00422811508179,	0.00632405281067,	0.00252389907837,	1546768703.47
1546768703.48,	0.00190114974976,	0.00203585624695,	0.00948214530945,	0.00343203544617,	1546768703.5
1546768703.5,	0.00334692001343,	0.00427508354187,	0.00776290893555,	0.00468897819519,	1546768703.52
1546768703.53,	0.00189399719238,	0.00198101997375,	0.00921106338501,	0.00275087356567,	1546768703.55
1546768703.55,	0.00375509262085,	0.00212597846985,	0.00594091415405,	0.00418496131897,	1546768703.57
1546768703.58,	0.00313496589661,	0.00212407112122,	0.0109550952911,	0.00288891792297,	1546768703.6
1546768703.61,	0.00222492218018,	0.00473308563232,	0.0116889476776,	0.00220108032227,	1546768703.63
1546768703.64,	0.00369596481323,	0.00203800201416,	0.00776410102844,	0.00495100021362,	1546768703.66
1546768703.66,	0.00205397605896,	0.0022280216217,	0.010143995285,	0.0026228427887,	1546768703.68
1546768703.69,	0.00192379951477,	0.00262308120728,	0.00987601280212,	0.00208306312561,	1546768703.71
1546768703.72,	0.00656700134277,	0.00219798088074,	0.00569415092468,	0.00429606437683,	1546768703.74
1546768703.75,	0.00204920768738,	0.00219488143921,	0.00992202758789,	0.00287294387817,	1546768703.77
1546768703.77,	0.00568199157715,	0.00210690498352,	0.00649499893188,	0.00498700141907,	1546768703.79
1546768703.8,	0.00190901756287,	0.00648903846741,	0.0059769153595,	0.0025110244751,	1546768703.82
1546768703.83,	0.00204801559448,	0.00207304954529,	0.00994300842285,	0.0019268989563,	1546768703.85
1546768703.85,	0.00343489646912,	0.00553607940674,	0.00582695007324,	0.00254797935486,	1546768703.87
1546768703.88,	0.00188302993774,	0.00450992584229,	0.0106489658356,	0.00402402877808,	1546768703.9
1546768703.91,	0.0018470287323,	0.00409007072449,	0.00671696662903,	0.00449204444885,	1546768703.93
1546768703.93,	0.00201296806335,	0.00222492218018,	0.00947499275208,	0.00229716300964,	1546768703.95
1546768703.96,	0.00216007232666,	0.00199103355408,	0.00500988960266,	0.00538015365601,	1546768703.98
1546768703.99,	0.00237798690796,	0.00345993041992,	0.00585412979126,	0.00198602676392,	1546768704.0
1546768704.01,	0.00261187553406,	0.00210809707642,	0.00652694702148,	0.00262403488159,	1546768704.02
1546768704.03,	0.00202608108521,	0.00265693664551,	0.00930094718933,	0.00205898284912,	1546768704.05
1546768704.06,	0.00190711021423,	0.00204300880432,	0.00775098800659,	0.00419092178345,	1546768704.07
1546768704.09,	0.00262999534607,	0.00198221206665,	0.0053927898407,	0.00265216827393,	1546768704.11
1546768704.11,	0.00185608863831,	0.00199699401855,	0.010097026825,	0.00305485725403,	1546768704.13
1546768704.14,	0.00241780281067,	0.00290703773499,	0.00603008270264,	0.00299692153931,	1546768704.16
1546768704.16,	0.00234913825989,	0.00234389305115,	0.00831604003906,	0.00203013420105,	1546768704.18
1546768704.19,	0.00203704833984,	0.00232911109924,	0.0072169303894,	0.00515198707581,	1546768704.21
1546768704.22,	0.00201201438904,	0.00365781784058,	0.00926113128662,	0.00224089622498,	1546768704.24
1546768704.24,	0.00237917900085,	0.00343298912048,	0.00805282592773,	0.00869798660278,	1546768704.27
1546768704.28,	0.00201296806335,	0.0022189617157,	0.00977396965027,	0.0028440952301,	1546768704.29
1546768704.3,	0.00233578681946,	0.00291109085083,	0.00546193122864,	0.00250220298767,	1546768704.32
1546768704.33,	0.0030460357666,	0.00261998176575,	0.00805306434631,	0.00214600563049,	1546768704.34
1546768704.35,	0.00205206871033,	0.004154920578,	0.00639200210571,	0.00264620780945,	1546768704.37
1546768704.38,	0.00189685821533,	0.00306606292725,	0.0105819702148,	0.00209093093872,	1546768704.4
1546768704.4,	0.00198602676392,	0.00229096412659,	0.0120320320129,	0.00442600250244,	1546768704.43
1546768704.43,	0.00210404396057,	0.00332379341125,	0.00881409645081,	0.00237107276917,	1546768704.45
1546768704.46,	0.00376200675964,	0.00220894813538,	0.00833415985107,	0.00445294380188,	1546768704.48
1546768704.49,	0.00236797332764,	0.00428199768066,	0.00552296638489,	0.00424885749817,	1546768704.5
1546768704.51,	0.0025110244751,	0.00453591346741,	0.00670695304871,	0.00254702568054,	1546768704.53
1546768704.53,	0.00192999839783,	0.00267815589905,	0.0101368427277,	0.0022611618042,	1546768704.55
1546768704.56,	0.00217199325562,	0.00232410430908,	0.00440406799316,	0.00252389907837,	1546768704.58
1546768704.59,	0.00270080566406,	0.00201797485352,	0.00639605522156,	0.00220704078674,	1546768704.61
1546768704.61,	0.00234699249268,	0.0020489692688,	0.00598001480103,	0.00332188606262,	1546768704.63
1546768704.64,	0.00218486785889,	0.00563907623291,	0.00641584396362,	0.00344014167786,	1546768704.65
1546768704.66,	0.0028669834137,	0.00210809707642,	0.0050938129425,	0.00524210929871,	1546768704.68
1546768704.69,	0.00208616256714,	0.00620293617249,	0.00532984733582,	0.00299906730652,	1546768704.71
1546768704.71,	0.0022439956665,	0.00236582756042,	0.00976800918579,	0.00277900695801,	1546768704.73
1546768704.74,	0.0029079914093,	0.00220108032227,	0.00769209861755,	0.00399994850159,	1546768704.76
1546768704.77,	0.00770497322083,	0.00303506851196,	0.00752401351929,	0.00260090827942,	1546768704.79
1546768704.8,	0.00195097923279,	0.00365400314331,	0.00672388076782,	0.00342798233032,	1546768704.82
1546768704.82,	0.00206708908081,	0.00222396850586,	0.00945591926575,	0.00238394737244,	1546768704.84
1546768704.85,	0.00219798088074,	0.0022280216217,	0.00884509086609,	0.00197291374207,	1546768704.87
1546768704.87,	0.00275993347168,	0.00407314300537,	0.0057418346405,	0.00287008285522,	1546768704.89
1546768704.9,	0.0018630027771,	0.00197410583496,	0.00539588928223,	0.00650000572205,	1546768704.92
1546768704.92,	0.00212597846985,	0.00205993652344,	0.0100190639496,	0.00231099128723,	1546768704.94
1546768704.94,	0.00246095657349,	0.00204110145569,	0.00594997406006,	0.00219702720642,	1546768704.96
1546768704.97,	0.00221514701843,	0.00211977958679,	0.00653100013733,	0.00291299819946,	1546768704.98
1546768704.99,	0.00293397903442,	0.00564789772034,	0.00560116767883,	0.00349283218384,	1546768705.01
1546768705.02,	0.00220704078674,	0.00667715072632,	0.00603079795837,	0.00373816490173,	1546768705.04
1546768705.05,	0.0019998550415,	0.00255608558655,	0.00580286979675,	0.00441408157349,	1546768705.07
1546768705.07,	0.00216913223267,	0.00231289863586,	0.00920796394348,	0.00228404998779,	1546768705.09
1546768705.1,	0.0021550655365,	0.00216603279114,	0.0080738067627,	0.00440001487732,	1546768705.12
1546768705.12,	0.00193309783936,	0.00232100486755,	0.00994682312012,	0.00247716903687,	1546768705.14
1546768705.15,	0.00194096565247,	0.00203609466553,	0.00691890716553,	0.00432395935059,	1546768705.17
1546768705.18,	0.00185203552246,	0.00200200080872,	0.00633788108826,	0.0025110244751,	1546768705.2
1546768705.2,	0.00195908546448,	0.00201201438904,	0.0106449127197,	0.00187301635742,	1546768705.22
1546768705.23,	0.00243997573853,	0.00359797477722,	0.0076539516449,	0.00397896766663,	1546768705.25
1546768705.26,	0.00197696685791,	0.00708222389221,	0.006591796875,	0.00254106521606,	1546768705.28
1546768705.29,	0.00189995765686,	0.00873804092407,	0.00605201721191,	0.00197196006775,	1546768705.31
1546768705.31,	0.00337219238281,	0.00217199325562,	0.00480484962463,	0.0021641254425,	1546768705.33
1546768705.33,	0.00222706794739,	0.00202703475952,	0.00658297538757,	0.0039598941803,	1546768705.35
1546768705.36,	0.0027961730957,	0.00276494026184,	0.0104699134827,	0.0026330947876,	1546768705.38
1546768705.38,	0.00337696075439,	0.00210499763489,	0.00521206855774,	0.00212502479553,	1546768705.4
1546768705.41,	0.0019519329071,	0.00359010696411,	0.00935196876526,	0.00180387496948,	1546768705.42
1546768705.44,	0.00198101997375,	0.00543904304504,	0.00731301307678,	0.00183582305908,	1546768705.46
1546768705.47,	0.00206804275513,	0.00198793411255,	0.00960302352905,	0.00192499160767,	1546768705.49
1546768705.49,	0.00455617904663,	0.0020158290863,	0.00731706619263,	0.00218105316162,	1546768705.51
1546768705.52,	0.00240206718445,	0.00203204154968,	0.00412797927856,	0.00233006477356,	1546768705.53
1546768705.54,	0.00204300880432,	0.00219798088074,	0.00411605834961,	0.00351595878601,	1546768705.55
1546768705.56,	0.002277135849,	0.00467491149902,	0.00642204284668,	0.00237798690796,	1546768705.58
1546768705.59,	0.00189805030823,	0.00726199150085,	0.00678300857544,	0.0021390914917,	1546768705.61
1546768705.61,	0.00479483604431,	0.00198006629944,	0.00526094436646,	0.00328803062439,	1546768705.63
1546768705.64,	0.00202202796936,	0.00202298164368,	0.0074200630188,	0.00365805625916,	1546768705.65
1546768705.66,	0.00216913223267,	0.00370192527771,	0.00752401351929,	0.00371789932251,	1546768705.68
1546768705.69,	0.00221705436707,	0.00252294540405,	0.00646805763245,	0.00331997871399,	1546768705.7
1546768705.71,	0.00290703773499,	0.00216007232666,	0.00714993476868,	0.00203895568848,	1546768705.73
1546768705.74,	0.00184893608093,	0.00197601318359,	0.00959801673889,	0.00223302841187,	1546768705.75
1546768705.76,	0.00206995010376,	0.00325393676758,	0.0046501159668,	0.00358605384827,	1546768705.77
1546768705.78,	0.00205588340759,	0.00307393074036,	0.00444722175598,	0.00459694862366,	1546768705.8
1546768705.8,	0.00218605995178,	0.00430703163147,	0.00613808631897,	0.00256395339966,	1546768705.82
1546768705.83,	0.00445199012756,	0.00211691856384,	0.00632810592651,	0.00237393379211,	1546768705.85
1546768705.85,	0.00193691253662,	0.00231909751892,	0.00789093971252,	0.00323104858398,	1546768705.87
1546768705.88,	0.00343704223633,	0.00427293777466,	0.00698494911194,	0.0049090385437,	1546768705.9
1546768705.91,	0.00191211700439,	0.00674986839294,	0.00548911094666,	0.00229787826538,	1546768705.93
1546768705.94,	0.00190091133118,	0.00208306312561,	0.0121359825134,	0.0039050579071,	1546768705.96
1546768705.96,	0.00196599960327,	0.00267601013184,	0.0110771656036,	0.00292897224426,	1546768705.99
1546768705.99,	0.0022439956665,	0.00322818756104,	0.00752377510071,	0.00207304954529,	1546768706.01
1546768706.02,	0.00243782997131,	0.00330805778503,	0.00464606285095,	0.00231194496155,	1546768706.03
1546768706.04,	0.00191497802734,	0.00216603279114,	0.00786900520325,	0.00368189811707,	1546768706.06
1546768706.06,	0.0022349357605,	0.00206017494202,	0.00478601455688,	0.00387287139893,	1546768706.08
1546768706.09,	0.00187206268311,	0.00291609764099,	0.00793290138245,	0.00520801544189,	1546768706.11
1546768706.11,	0.00201010704041,	0.00254201889038,	0.00589299201965,	0.00239491462708,	1546768706.13
1546768706.14,	0.00206208229065,	0.00218105316162,	0.00895595550537,	0.00264191627502,	1546768706.16
1546768706.18,	0.00224900245667,	0.00245904922485,	0.00897908210754,	0.00262999534607,	1546768706.19
1546768706.2,	0.00246095657349,	0.0023820400238,	0.00425601005554,	0.00413489341736,	1546768706.22
1546768706.23,	0.00209903717041,	0.00209784507751,	0.00805401802063,	0.00440716743469,	1546768706.24
1546768706.25,	0.00208401679993,	0.0047390460968,	0.00409293174744,	0.00411486625671,	1546768706.27
1546768706.27,	0.00193405151367,	0.00205087661743,	0.00698208808899,	0.00412797927856,	1546768706.29
1546768706.3,	0.00260996818542,	0.00361204147339,	0.00567293167114,	0.00379920005798,	1546768706.31
1546768706.32,	0.00197196006775,	0.00200200080872,	0.00606417655945,	0.00264286994934,	1546768706.33
1546768706.34,	0.00209093093872,	0.00209617614746,	0.00803589820862,	0.0033130645752,	1546768706.36
1546768706.37,	0.00317907333374,	0.00461792945862,	0.00528001785278,	0.00372004508972,	1546768706.38
1546768706.39,	0.00222897529602,	0.00296902656555,	0.00691294670105,	0.00378894805908,	1546768706.41
1546768706.42,	0.00424718856812,	0.00403594970703,	0.00501108169556,	0.00348496437073,	1546768706.44
1546768706.45,	0.00232982635498,	0.00217819213867,	0.00664377212524,	0.00211310386658,	1546768706.47
1546768706.48,	0.00257778167725,	0.00306916236877,	0.00465703010559,	0.00475096702576,	1546768706.49
1546768706.5,	0.00223088264465,	0.0051600933075,	0.00587105751038,	0.00228190422058,	1546768706.52
1546768706.53,	0.00195288658142,	0.00208306312561,	0.0121419429779,	0.00231003761292,	1546768706.55
1546768706.55,	0.00234198570251,	0.00530099868774,	0.0069751739502,	0.00212097167969,	1546768706.57
1546768706.58,	0.00393104553223,	0.0020968914032,	0.00856304168701,	0.00283002853394,	1546768706.6
1546768706.61,	0.00192809104919,	0.00485801696777,	0.00855898857117,	0.00234007835388,	1546768706.63
1546768706.63,	0.00215697288513,	0.00581097602844,	0.00665187835693,	0.00284910202026,	1546768706.65
1546768706.66,	0.00327897071838,	0.0036928653717,	0.00551414489746,	0.004065990448,	1546768706.68
1546768706.68,	0.00190711021423,	0.00324010848999,	0.00944995880127,	0.00203084945679,	1546768706.7
1546768706.71,	0.00194501876831,	0.00198602676392,	0.00723004341125,	0.0037829875946,	1546768706.73
1546768706.73,	0.0019428730011,	0.0067400932312,	0.00636410713196,	0.00182700157166,	1546768706.75
1546768706.77,	0.00211501121521,	0.00534105300903,	0.00859093666077,	0.00337910652161,	1546768706.79
1546768706.79,	0.00610113143921,	0.00214695930481,	0.00752401351929,	0.00223302841187,	1546768706.82
1546768706.82,	0.00244879722595,	0.00221514701843,	0.00679802894592,	0.00258898735046,	1546768706.84
1546768706.85,	0.00194597244263,	0.00453805923462,	0.00711798667908,	0.00372791290283,	1546768706.87
1546768706.88,	0.00202298164368,	0.00201201438904,	0.0050151348114,	0.00474786758423,	1546768706.89
1546768706.9,	0.00264000892639,	0.00352716445923,	0.0081148147583,	0.00214910507202,	1546768706.92
1546768706.92,	0.0025269985199,	0.00201988220215,	0.00724816322327,	0.00571799278259,	1546768706.94
1546768706.95,	0.00201797485352,	0.0033860206604,	0.00903391838074,	0.00234794616699,	1546768706.97
1546768706.98,	0.00194311141968,	0.00202083587646,	0.0116450786591,	0.00314402580261,	1546768707.0
1546768707.01,	0.0018630027771,	0.00202894210815,	0.0090479850769,	0.00291800498962,	1546768707.03
1546768707.04,	0.00341486930847,	0.00251913070679,	0.00563502311707,	0.00226902961731,	1546768707.05
1546768707.06,	0.00214195251465,	0.00213098526001,	0.00930309295654,	0.00247287750244,	1546768707.08
1546768707.09,	0.00515198707581,	0.00490689277649,	0.0092670917511,	0.00292611122131,	1546768707.11
1546768707.12,	0.00357890129089,	0.0034019947052,	0.00565409660339,	0.00430989265442,	1546768707.14
1546768707.15,	0.00197219848633,	0.00213980674744,	0.00907921791077,	0.00244188308716,	1546768707.16
1546768707.17,	0.0033221244812,	0.00203490257263,	0.00648093223572,	0.00336909294128,	1546768707.19
1546768707.2,	0.00224494934082,	0.00313401222229,	0.00868988037109,	0.00324821472168,	1546768707.21
1546768707.22,	0.00292587280273,	0.00520300865173,	0.0057270526886,	0.00276899337769,	1546768707.24
1546768707.25,	0.00191807746887,	0.00369882583618,	0.00919914245605,	0.0022509098053,	1546768707.26
1546768707.27,	0.00302410125732,	0.00204992294312,	0.00686597824097,	0.00304388999939,	1546768707.29
1546768707.3,	0.00187993049622,	0.00294804573059,	0.00718998908997,	0.00304198265076,	1546768707.31
1546768707.32,	0.00352621078491,	0.00252485275269,	0.00708293914795,	0.00242900848389,	1546768707.34
1546768707.35,	0.00187301635742,	0.00228714942932,	0.00830888748169,	0.00348806381226,	1546768707.36
1546768707.37,	0.00258994102478,	0.00258898735046,	0.0079779624939,	0.00201106071472,	1546768707.39
1546768707.4,	0.00183892250061,	0.00197696685791,	0.00822806358337,	0.0040910243988,	1546768707.41
1546768707.42,	0.00199198722839,	0.00282406806946,	0.00810408592224,	0.00242400169373,	1546768707.44
1546768707.45,	0.00226306915283,	0.00247192382812,	0.00931215286255,	0.00396990776062,	1546768707.47
1546768707.48,	0.00227189064026,	0.00265502929688,	0.00761604309082,	0.00363993644714,	1546768707.49
1546768707.5,	0.00185298919678,	0.0021800994873,	0.0076789855957,	0.00424003601074,	1546768707.52
1546768707.52,	0.00310516357422,	0.00254797935486,	0.00626587867737,	0.00204706192017,	1546768707.54
1546768707.55,	0.00189900398254,	0.00201392173767,	0.00983500480652,	0.00213599205017,	1546768707.57
1546768707.57,	0.00201392173767,	0.00383806228638,	0.00783681869507,	0.004390001297,	1546768707.59
1546768707.6,	0.00184297561646,	0.00235080718994,	0.0097770690918,	0.00213813781738,	1546768707.61
1546768707.62,	0.00285601615906,	0.0041069984436,	0.00519680976868,	0.00410199165344,	1546768707.64
1546768707.64,	0.00194907188416,	0.00207591056824,	0.00764107704163,	0.00457096099854,	1546768707.66
1546768707.67,	0.00291895866394,	0.0021448135376,	0.0079460144043,	0.00416898727417,	1546768707.69
1546768707.69,	0.00195693969727,	0.00479292869568,	0.00618505477905,	0.00312805175781,	1546768707.71
1546768707.72,	0.00199699401855,	0.00211906433105,	0.00795888900757,	0.00359201431274,	1546768707.74
1546768707.74,	0.00245404243469,	0.00211501121521,	0.00591707229614,	0.00549793243408,	1546768707.76
1546768707.77,	0.00230193138123,	0.00355911254883,	0.00870704650879,	0.00371098518372,	1546768707.79
1546768707.8,	0.0022919178009,	0.00231003761292,	0.00648808479309,	0.00543808937073,	1546768707.82
1546768707.82,	0.00214004516602,	0.00199890136719,	0.0084969997406,	0.0028600692749,	1546768707.84
